Price,BuyUrl,Title
365,https://www.amazon.in/Mathematics-Chapterwise-Typewise-Solved-Papers/dp/B071HQLYMX,SSC Mathematics Chapterwise & Typewise Solved Papers 1999 - April 2017 - English - 1905
260,https://www.amazon.in/All-one-MATHEMATICS-class-10th/dp/9311124338,All in one MATHEMATICS class 10th
62,https://www.amazon.in/Competitive-Exams-Vedic-Mathematics-MADE/dp/818348624X,For Competitive Exams Vedic Mathematics MADE EASY
274,https://www.amazon.in/Test-Mathematics-10-Level-16/dp/8176711063,"Test of Mathematics at the 10+2 Level, 16/e"
0,https://www.amazon.in/Way-Geometry-Petrus-Ramus-ebook/dp/B0082Q19HM,The Way To Geometry
247,https://www.amazon.in/Mathematics-Joint-Entrance-Examination-Advanced/dp/8131533921,Mathematics for Joint Entrance Examination JEE (Advanced): Vectors & 3D Geometry
Price,BuyUrl,Title
397,https://www.amazon.in/GENETIC-ALGORITHMS-GOLDBERG/dp/817758829X,GENETIC ALGORITHMS
209,https://www.amazon.in/Soft-Computing-Networks-Genetic-Algorithms/dp/8175157488,"Soft Computing: Neural Networks, Fuzzy Logic and Genetic Algorithms"
350,https://www.amazon.in/Neural-Networks-Fuzzy-Genetic-Algorithms/dp/8120321863,"Neural Networks, Fuzzy Logic and Genetic Algorithms: Synthesis and Applications (Computer)"
"2,443",https://www.amazon.in/Nonlinear-Workbook-Algorithms-Expression-Programming/dp/9812382127,"The Nonlinear Workbook: Chaos, Fractals, Cellular Automata, Neural Networks, Genetic Algorithms, Gene Expression Programming, Wavelets, Fuzzy Logic with C++, Java and SymbolicC++ Programs"
412,https://www.amazon.in/Introduction-Soft-Computing-Neuro-Fuzzy-Algorithms/dp/8131792463,"Introduction to Soft Computing: Neuro-Fuzzy and Genetic Algorithms, 1e"
"2,983",https://www.amazon.in/003-Practical-Handbook-Genetic-Algorithms/dp/0849325390,"003: Practical Handbook of Genetic Algorithms: Complex Coding Systems, Volume III"
"22,312.84",https://www.amazon.in/Algorithms-Multiobjective-Optimization-Operations-Interfaces/dp/0792374525,Genetic Algorithms and Fuzzy Multiobjective Optimization (Operations Research/Computer Science Interfaces Series)
449,https://www.amazon.in/Genetic-Algorithms-Python-Clinton-Sheppard-ebook/dp/B01MYOWVJ2,Genetic Algorithms with Python
240,https://www.amazon.in/Introduction-Neural-Networks-Genetic-algorithms/dp/8184950799,"Introduction to Neural Networks, Fuzzy Logic & Genetic algorithms"
"6,896.13",https://www.amazon.in/Genetic-Algorithms-Optimization-Machine-Learning/dp/0201157675,"Genetic Algorithms in Search, Optimization, and Machine Learning"
279,https://www.amazon.in/Genetic-Algorithms-Pinaki-Mazumder/dp/8177585746,Genetic Algorithms
711,https://www.amazon.in/Genetic-Algorithms-Programming-Practical-Applications/dp/1584886293,Genetic Algorithms and Genetic Programming: Modern Concepts and Practical Applications (Numerical Insights)
"4,775",https://www.amazon.in/Nonlinear-Workbook-Algorithms-Expression-Programming/dp/9812818529,"The Nonlinear Workbook: Chaos, Fractals, Cellular Automata, Neural Networks, Genetic Algorithms, Gene Expression Programming, Support Vector Machine, ... Fuzzy Logic with C++, Java and SymbolicC++"
"4,250.24",https://www.amazon.in/Multi-robot-Experiments-Algorithms-Scientific-Intelligent/dp/9810234236,"Obstacle Avoidance In Multi-robot Systems, Experiments In Parallel Genetic Algorithms (World Scientific Series In Robotics And Intelligent Systems)"
"11,126",https://www.amazon.in/Genetic-Algorithms-Engineering-Optimization-Automation/dp/0471315311,Genetic Algorithms and Engineering Optimization (Engineering Design and Automation)
"16,855.55",https://www.amazon.in/Soft-Computing-Water-Resources-Engineering/dp/1845646363,"Soft Computing in Water Resources Engineering: Artificial Neural Networks, Fuzzy Logic and Genetic Algorithms"
